JOB N;Submit Time;Wait Time;Run Time;Number of Allocated Processors;Average CPU Time Used;Used Memory;Requested Number of Processors;Requested Time;Requested Memory;Status;User ID;Group ID;Executable (Application) Number;Queue Number; Partition Number;Preceding Job Number;Think Time from Preceding Job;Dia de Semana;Dia;Mês;Ano;Horas;Minutos;Segundos
35343;28340264;0;27;32;27.00;-1;-1;-1;-1;1;2;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;10;11;41
35344;28340665;0;24;32;23.96;-1;-1;-1;-1;1;2;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;10;18;22
35345;28340892;45337;3979;128;3973;-1;-1;-1;-1;1;2;-1;-1;24;2;-1;-1;Ter;21;Nov;1996;10;22;9
35346;28341594;0;2;2;1.80;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;10;33;51
35347;28342881;4;43336;62;42654;-1;-1;-1;-1;1;1;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;11;55;18
35348;28344313;0;10;32;9.90;-1;-1;-1;-1;1;38;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;11;19;10
35349;28344934;7;17263;16;17248;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;11;29;31
35350;28345969;5;460;8;104.85;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;11;46;46
35351;28346749;4;64;8;34.65;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Ter;21;Nov;1996;12;59;46
35352;28346785;6;13402;8;9.45;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;12;0;22
35353;28351215;5;187;8;161.55;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Ter;21;Nov;1996;13;14;12
35354;28353414;5;22642;16;22623;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;13;50;51
35355;28353662;5;22493;16;22473;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;14;54;59
35356;28353968;8;12954;16;12942;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;14;0;5
35357;28357755;0;11;8;10.35;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;15;3;12
35358;28357849;0;22;2;21.60;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;15;4;46
35359;28357925;0;5;2;3.60;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;15;6;2
35360;28357935;0;23;8;23.40;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;15;6;12
35361;28360191;5;1751;8;458.55;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;15;43;48
35362;28361348;0;2;2;1.80;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;16;3;5
35363;28361438;0;2;2;1.80;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;16;4;35
35364;28361945;4;5305;8;8.55;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;16;13;2
35365;28362202;4;17423;16;17407;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;16;17;19
35366;28363510;0;4;2;3.60;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;16;39;7
35367;28365319;0;9;32;9.34;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;17;9;16
35368;28365335;0;2;2;1.80;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;17;9;32
35369;28366928;4;12614;16;12598;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;36;5
35370;28367252;4;27;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;41;29
35371;28367279;6;29;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;41;56
35372;28367311;5;28;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;42;28
35373;28367341;6;30;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;42;58
35374;28367372;6;30;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;43;29
35375;28367406;4;30;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;44;3
35376;28367437;6;26;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;44;34
35377;28367465;6;35;8;8.55;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;45;2
35378;28367504;4;26;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;45;41
35379;28367530;6;31;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;46;7
35380;28367563;7;26;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;46;40
35381;28367591;4;27;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;47;8
35382;28367619;5;32;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;47;36
35383;28367652;6;27;8;9.00;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;48;9
35384;28367683;5;29;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;48;40
35385;28367714;5;29;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;49;11
35386;28367744;5;31;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;49;41
35387;28367776;6;28;8;8.55;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;50;13
35388;28367808;5;31;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;50;45
35389;28367840;7;26;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;51;17
35390;28367869;5;29;8;9.45;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;51;46
35391;28367899;6;27;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;52;16
35392;28367928;6;28;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;17;52;45
35393;28367959;5;28;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;53;16
35394;28367989;6;27;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;53;46
35395;28368020;5;32;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;54;17
35396;28368053;8;30;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;54;50
35397;28368087;6;31;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;55;24
35398;28368119;8;33;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;55;56
35399;28368158;4;28;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;56;35
35400;28368186;7;31;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;57;3
35401;28368221;5;26;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;57;38
35402;28368249;6;27;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;58;6
35403;28368279;5;27;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;58;36
35404;28368308;5;29;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;59;5
35405;28368340;4;30;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;59;37
35406;28368371;7;35;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;0;8
35407;28368408;7;33;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;0;45
35408;28368446;4;28;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;1;23
35409;28368476;5;29;8;10.35;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;1;53
35410;28368506;7;31;8;8.55;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;2;23
35411;28368542;5;28;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;2;59
35412;28368571;7;27;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;3;28
35413;28368602;4;30;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;3;59
35414;28368632;6;29;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;4;29
35415;28368665;5;29;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;5;2
35416;28368697;4;35;8;12.15;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;5;34
35417;28368732;6;29;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;6;9
35418;28368765;5;28;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;6;42
35419;28368796;4;30;8;8.55;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;7;13
35420;28368828;4;36;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;7;45
35421;28368865;5;34;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;8;22
35422;28368900;6;28;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;8;57
35423;28368932;4;32;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;9;29
35424;28368964;8;27;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;10;1
35425;28368997;4;29;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;10;34
35426;28369026;6;30;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;11;3
35427;28369060;4;32;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;11;37
35428;28369093;5;29;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;12;10
35429;28369125;5;30;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;12;42
35430;28369156;6;29;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;13;13
35431;28369189;5;32;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;13;46
35432;28369224;4;29;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;14;21
35433;28369254;4;32;8;9.00;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;14;51
35434;28369286;7;27;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;15;23
35435;28369316;6;30;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;15;53
35436;28369349;5;27;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;16;26
35437;28369378;6;28;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;16;55
35438;28369407;6;28;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;17;24
35439;28369436;6;30;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;17;53
35440;28369468;7;29;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;18;25
35441;28369502;5;29;8;9.00;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;18;59
35442;28369534;4;27;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;19;31
35443;28369562;5;30;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;19;59
35444;28369595;4;28;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;20;32
35445;28369622;5;31;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;20;59
35446;28369656;4;29;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;21;33
35447;28369687;5;30;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;22;4
35448;28369718;4;33;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;22;35
35449;28369752;6;3936;8;478.80;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;18;23;9
35450;28373692;5;1105;8;496.80;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;19;28;49
35451;28374800;14;4703;8;538.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;19;47;17
35452;28376058;4;22582;16;22556;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;20;8;15
35453;28376155;7;22465;16;22441;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;20;9;52
35454;28379514;6;5100;8;457.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;21;5;51
35455;28379542;6;10627;16;10614;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;21;6;19
35456;28379626;4;15351;16;15331;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;21;7;43
35457;28384618;4;2551;8;429.30;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;22;30;55
35458;28386401;86373;31;4;-1;-1;-1;-1;-1;1;17;-1;-1;2;2;-1;-1;Ter;21;Nov;1996;23;0;38
35459;28387170;5;1939;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;13;27
35460;28387786;4;75;8;43.20;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Ter;21;Nov;1996;23;23;43
35461;28389112;4;34;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;45;49
35462;28389147;5;32;8;6.30;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;46;24
35463;28389180;6;32;8;8.10;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;46;57
35464;28389213;4;31;8;6.30;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;47;30
35465;28389245;6;34;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;48;2
35466;28389283;4;28;8;5.85;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;48;40
35467;28389313;4;30;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;49;10
35468;28389343;5;31;8;7.20;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;49;40
35469;28389377;5;31;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;50;14
35470;28389410;5;29;8;6.30;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;50;47
35471;28389442;4;31;8;7.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;51;19
35472;28389474;5;33;8;6.75;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;51;51
35473;28389509;5;3034;8;538.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;23;52;26
35474;28390173;5;12329;16;12316;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;0;3;30
35475;28392544;8;1162;8;448.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;0;43;1
35476;28393712;5;6283;8;512.55;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;1;2;29
35477;28394977;8;16122;16;16092;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;1;23;34
35478;28398622;11;22509;16;22482;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;2;24;19
35479;28398640;6;22557;16;22533;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;2;24;37
35480;28399998;6;1320;8;425.70;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;2;47;15
35497;28401317;12;990;8;495.00;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;3;9;14
35498;28402317;5;903;8;472.95;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;3;25;54
35499;28402505;5;12738;16;12683;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;3;29;2
35500;28403222;5;989;8;540.45;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;3;40;59
35501;28404213;5;1406;8;989.55;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;4;57;30
35502;28405620;7;1142;8;564.75;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;4;20;57
35503;28405709;27952;5469;128;5453;-1;-1;-1;-1;1;2;-1;-1;24;2;-1;-1;Ter;21;Nov;1996;4;22;26
35504;28406765;5;2126;8;403.65;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;4;40;2
35505;28406780;32357;4609;128;4593;-1;-1;-1;-1;1;2;-1;-1;24;2;-1;-1;Ter;21;Nov;1996;4;40;17
35506;28408882;31;2325;8;459.00;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;5;15;19
35507;28409957;6;144;8;72.00;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Ter;21;Nov;1996;5;33;14
35508;28411104;5;18541;16;18498;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;5;52;21
35509;28411229;12;1208;8;486.90;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;6;54;26
35510;28412447;5;1129;8;399.60;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;6;14;44
35511;28413535;50;1709;8;504.45;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;6;32;52
35512;28415233;14;16011;16;15990;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;7;1;10
35513;28415292;5;3112;8;478.80;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;7;2;9
35514;28416651;0;14;32;13.95;-1;-1;-1;-1;1;2;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;7;24;48
35515;28416698;0;1826;32;1825;-1;-1;-1;-1;1;2;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;7;25;35
35516;28418370;25;15595;8;413.55;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;8;53;27
35517;28421139;6;22543;16;22522;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;8;39;36
35518;28421198;5;22388;16;22373;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;8;40;35
35519;28421561;7;12551;1;12232;-1;-1;-1;-1;1;5;-1;-1;30;2;-1;-1;Ter;21;Nov;1996;8;46;38
35520;28421567;87682;79423;1;79416;-1;-1;-1;-1;1;5;-1;-1;30;2;-1;-1;Ter;21;Nov;1996;8;46;44
35521;28422103;136671;47;64;12.32;-1;-1;-1;-1;1;4;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;9;55;40
35522;28422124;136717;60;64;18.06;-1;-1;-1;-1;1;4;-1;-1;22;2;-1;-1;Ter;21;Nov;1996;9;56;1
35523;28422951;0;1397;32;1397;-1;-1;-1;-1;1;2;-1;-1;0;1;-1;-1;Ter;21;Nov;1996;9;9;48
35524;28426480;0;9;16;9.22;-1;-1;-1;-1;1;59;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;10;8;37
35525;28426794;0;10;16;9.45;-1;-1;-1;-1;1;59;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;10;13;51
35526;28427110;0;10;16;9.22;-1;-1;-1;-1;1;59;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;10;19;7
35527;28429490;0;1540;32;1540;-1;-1;-1;-1;1;2;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;11;58;47
35528;28429623;31;17753;16;17725;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;11;1;0
35529;28431254;6;17749;16;17731;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;11;28;11
35530;28432281;0;1485;32;1485;-1;-1;-1;-1;1;2;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;11;45;18
35531;28433777;0;2;2;1.80;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;12;10;14
35532;28433885;5;132;8;108.45;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qua;22;Nov;1996;12;12;2
35533;28433988;5;3506;8;280.80;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;12;13;45
35534;28434127;-1;74483;1;73036;-1;-1;-1;-1;0;5;-1;-1;30;2;-1;-1;Qua;22;Nov;1996;12;16;4
35535;28435048;0;1260;32;1260;-1;-1;-1;-1;1;2;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;12;31;25
35536;28437495;9;5708;8;452.70;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;13;12;12
35537;28440689;0;3;2;1.80;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;14;5;26
35538;28442990;6;38;8;14.40;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qua;22;Nov;1996;14;43;47
35539;28443208;7;4185;8;248.40;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;14;47;25
35540;28443589;4;22474;16;22456;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;15;53;46
35541;28443683;9;22458;16;22425;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;15;55;20
35542;28444031;0;4;2;3.60;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;15;1;8
35543;28444321;0;2;2;1.80;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;15;5;58
35544;28447394;10;35;8;5.85;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;16;57;11
35545;28447400;12;18286;16;18269;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;16;57;17
35546;28447437;5;35;8;6.75;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;16;57;54
35547;28447473;6;31;8;6.30;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;16;58;30
35548;28447507;6;27;8;5.85;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;16;59;4
35549;28447538;5;30;8;6.30;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;16;59;35
35550;28447568;9;32;8;8.55;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;16;0;5
35551;28447606;6;31;8;6.30;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;16;0;43
35552;28447641;5;31;8;6.30;-1;-1;-1;-1;1;3;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;16;1;18
35553;28449005;8;16615;16;16592;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;16;24;2
35554;28449200;60042;136;128;63.65;-1;-1;-1;-1;1;2;-1;-1;24;2;-1;-1;Qua;22;Nov;1996;16;27;17
35555;28449556;59830;26710;128;26702;-1;-1;-1;-1;1;2;-1;-1;24;2;-1;-1;Qua;22;Nov;1996;16;33;13
35556;28450224;6;141;8;99.90;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qua;22;Nov;1996;16;44;21
35557;28450227;6;123;8;84.60;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qua;22;Nov;1996;16;44;24
35558;28450399;0;1352;32;1352;-1;-1;-1;-1;1;2;-1;-1;0;1;-1;-1;Qua;22;Nov;1996;16;47;16
35559;28465621;10;20357;16;20336;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;21;0;58
35560;28465695;5;17259;16;17241;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;21;2;12
35561;28466063;7;22434;16;22415;-1;-1;-1;-1;1;2;-1;-1;22;2;-1;-1;Qua;22;Nov;1996;21;8;20
