JOB N;Submit Time;Wait Time;Run Time;Number of Allocated Processors;Average CPU Time Used;Used Memory;Requested Number of Processors;Requested Time;Requested Memory;Status;User ID;Group ID;Executable (Application) Number;Queue Number; Partition Number;Preceding Job Number;Think Time from Preceding Job;Dia de Semana;Dia;Mês;Ano;Horas;Minutos;Segundos
5158;3585830;0;78;16;77.40;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;57;47
5159;3585913;0;24;16;23.85;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;59;10
5160;3585943;0;88;1;86.40;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;59;40
5161;3586084;0;29;32;29.70;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;2;1
5162;3586129;0;40;8;39.60;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;2;46
5163;3586178;0;76;8;76.05;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;3;35
5164;3586276;0;76;2;75.60;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;5;13
5165;3586387;0;53;32;52.88;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;7;4
5166;3586595;0;67;16;66.83;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;10;32
5167;3586676;0;146;16;145.80;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;11;53
5168;3586824;0;198;1;198.00;-1;-1;-1;-1;1;13;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;22;14;21
5169;3589611;86370;9188;1;-1;-1;-1;-1;-1;1;6;-1;-1;30;2;-1;-1;Ter;7;Fev;1996;23;0;48
5170;3589642;86342;48;4;-1;-1;-1;-1;-1;1;17;-1;-1;2;2;-1;-1;Ter;7;Fev;1996;23;1;19
5187;3613767;0;46;1;46.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;5;43;24
5188;3613870;0;19;2;19.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;5;45;7
5189;3613898;0;11;16;9.90;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;5;45;35
5190;3613911;0;26;32;26.10;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;5;45;48
5191;3613978;0;35;1;36.00;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;5;46;55
5192;3614019;0;9;16;8.55;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;5;47;36
5193;3614034;0;8;2;7.20;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;5;47;51
5194;3614114;0;14;32;13.61;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;5;49;11
5195;3614376;0;26;32;25.65;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;53;33
5196;3614511;0;23;32;23.17;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;55;48
5197;3614657;0;17;32;17.77;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;58;14
5198;3614853;0;24;32;23.85;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;1;30
5199;3614911;0;23;32;23.51;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;2;28
5200;3615011;0;14;32;14.29;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;4;8
5201;3615041;0;10;16;10.35;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;4;38
5202;3615418;0;23;32;23.51;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;10;55
5203;3615751;0;24;32;23.96;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;16;28
5204;3616110;0;23;32;23.51;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;22;27
5205;3616152;0;16;32;16.09;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;23;9
5206;3616180;0;41;32;41.85;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;23;37
5207;3616235;0;13;32;13.95;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;24;32
5208;3616265;0;15;32;14.62;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;25;2
5209;3616484;0;14;32;14.74;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;28;41
5210;3616570;0;15;32;14.51;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;30;7
5211;3616646;0;16;32;15.41;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;31;23
5212;3616782;0;24;32;24.30;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;33;39
5213;3616811;0;28;16;28.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;34;8
5214;3616842;0;47;8;46.35;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;34;39
5215;3616978;0;24;32;24.86;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;36;55
5216;3617096;0;26;32;25.65;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;6;38;53
5217;3618119;0;24;32;23.96;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;55;56
5218;3618488;0;21;1;21.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;2;5
5219;3618573;0;55;1;54.00;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;3;30
5220;3618690;0;21;1;21.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;5;27
5221;3618763;0;96;2;95.40;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;6;40
5222;3618861;0;14;32;13.50;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;8;18
5223;3618973;0;14;32;14.06;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;10;10
5224;3619051;0;15;32;14.62;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;11;28
5225;3619116;0;15;32;15.08;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;12;33
5226;3619178;0;14;32;13.95;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;13;35
5227;3619237;0;15;32;14.74;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;14;34
5228;3619456;0;13;32;13.39;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;18;13
5229;3619567;0;14;32;13.95;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;20;4
5230;3619617;0;15;32;14.74;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;7;20;54
5231;3622009;7;22899;16;22884;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;7;Fev;1996;8;0;46
5232;3623720;6;88;8;64.80;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Ter;7;Fev;1996;8;29;17
5233;3623757;8;83;8;61.65;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Ter;7;Fev;1996;8;29;54
5234;3623782;5;89;8;66.60;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Ter;7;Fev;1996;8;30;19
5235;3623811;10;87;8;50.40;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Ter;7;Fev;1996;8;30;48
5236;3623833;8;85;8;56.70;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Ter;7;Fev;1996;8;31;10
5237;3625624;0;24;32;23.74;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;9;1;1
5238;3625697;0;20;32;19.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;9;2;14
5239;3625750;0;13;32;13.27;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;9;3;7
5240;3625781;0;20;32;20.25;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;9;3;38
5241;3625825;0;21;32;20.93;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;9;4;22
5242;3625875;0;13;16;12.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;9;5;12
5243;3625929;0;22;16;22.05;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;9;6;6
5244;3627301;0;22;32;21.82;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Ter;7;Fev;1996;9;28;58
5245;3630421;0;12;32;11.36;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;10;20;58
5246;3630464;0;4;2;3.60;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;10;21;41
5247;3630535;0;4;4;3.60;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;10;22;52
5248;3631169;18925;9217;64;9198;-1;-1;-1;-1;1;19;-1;-1;14;2;-1;-1;Qua;8;Fev;1996;10;33;26
5249;3631420;0;3;4;3.60;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;10;37;37
5250;3631472;5;10;4;-1;-1;-1;-1;-1;1;4;-1;-1;2;2;-1;-1;Qua;8;Fev;1996;10;38;29
5251;3635891;0;51;32;51.30;-1;-1;-1;-1;1;23;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;11;52;8
5252;3636393;4;30688;64;30673;-1;-1;-1;-1;1;7;-1;-1;22;2;-1;-1;Qua;8;Fev;1996;12;0;30
5253;3637180;7;177;4;158.40;-1;-1;-1;-1;1;8;-1;-1;2;2;-1;-1;Qua;8;Fev;1996;12;13;37
5254;3637442;4;156;4;141.30;-1;-1;-1;-1;1;8;-1;-1;2;2;-1;-1;Qua;8;Fev;1996;12;17;59
5255;3637545;6;188;4;178.20;-1;-1;-1;-1;1;8;-1;-1;2;2;-1;-1;Qua;8;Fev;1996;12;19;42
5256;3637594;12;173;4;152.10;-1;-1;-1;-1;1;8;-1;-1;2;2;-1;-1;Qua;8;Fev;1996;12;20;31
5257;3637619;10;13;64;-1;-1;-1;-1;-1;1;8;-1;-1;9;2;-1;-1;Qua;8;Fev;1996;12;20;56
5258;3637684;8;30;64;9.67;-1;-1;-1;-1;1;8;-1;-1;9;2;-1;-1;Qua;8;Fev;1996;12;22;1
5259;3637829;0;22;32;21.15;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;12;24;26
5260;3637855;0;58;4;57.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;12;24;52
5261;3638120;5;34;32;22.39;-1;-1;-1;-1;1;8;-1;-1;7;2;-1;-1;Qua;8;Fev;1996;12;29;17
5262;3638231;4;43;16;28.57;-1;-1;-1;-1;1;8;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;12;31;8
5263;3638353;5;28;64;9.45;-1;-1;-1;-1;1;8;-1;-1;9;2;-1;-1;Qua;8;Fev;1996;12;33;10
5264;3638488;6;31;64;9.39;-1;-1;-1;-1;1;8;-1;-1;9;2;-1;-1;Qua;8;Fev;1996;12;35;25
5265;3638677;6;26;64;9.11;-1;-1;-1;-1;1;8;-1;-1;22;2;-1;-1;Qua;8;Fev;1996;12;38;34
5266;3641047;2416;23252;64;23242;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;13;18;4
5267;3641077;2384;24547;64;24535;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;13;18;34
5268;3641082;26009;25471;64;25463;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;13;18;39
5269;3641085;27571;24929;64;24917;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;13;18;42
5270;3641686;0;11;32;10.24;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;13;28;43
5271;3641928;0;3;4;3.60;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;13;32;45
5272;3642095;71795;37042;16;36783;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;13;35;32
5273;3642238;0;3;4;3.60;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;13;37;55
5274;3642837;622;18565;4;18549;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;13;47;54
5275;3642942;517;19149;4;19134;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;13;49;39
5276;3643457;-1;67527;16;66910;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;14;58;14
5277;3644343;0;5;4;3.60;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;14;13;0
5278;3644912;344;23018;16;23004;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;14;22;29
5279;3645556;0;10;4;10.80;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;14;33;13
5280;3647365;0;71;16;70.88;-1;-1;-1;-1;1;7;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;15;3;22
5281;3647568;0;79;16;79.20;-1;-1;-1;-1;1;7;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;15;6;45
5282;3647847;0;4;4;4.50;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;15;11;24
5283;3650142;5;70;8;49.50;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;15;49;39
5284;3650192;32;72;8;53.55;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;15;50;29
5285;3650251;52;102;8;75.60;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;15;51;28
5286;3650985;0;12;32;11.59;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;16;3;42
5287;3651013;0;3;2;3.60;-1;-1;-1;-1;1;21;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;16;4;10
5288;3651098;62755;43329;128;43128;-1;-1;-1;-1;1;34;-1;-1;24;2;-1;-1;Qua;8;Fev;1996;16;5;35
5289;3654126;0;4;1;3.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;17;56;3
5290;3654255;0;5;1;3.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;17;58;12
5291;3654294;0;30;2;28.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;17;58;51
5292;3654569;0;11;2;10.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;17;3;26
5293;3654582;0;10;2;9.00;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;17;3;39
5294;3656295;5;178;8;153.45;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;17;32;12
5295;3656361;127;92;8;73.35;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;17;33;18
5296;3656387;200;340;8;323.55;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;17;33;44
5297;3656474;461;83;8;61.65;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;17;35;11
5298;3656527;498;68;8;49.05;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;17;36;4
5299;3657755;5;165;8;149.85;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;18;56;32
5300;3657799;133;99;8;83.25;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;18;57;16
5301;3657859;179;76;8;59.40;-1;-1;-1;-1;1;10;-1;-1;5;2;-1;-1;Qua;8;Fev;1996;18;58;16
5302;3658572;0;11;2;10.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;18;10;9
5303;3658711;0;8;2;7.20;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;18;12;28
5304;3658841;0;66;2;64.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;18;14;38
5305;3662020;4837;18595;4;18570;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;19;7;37
5306;3662605;4253;19205;4;19180;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;19;17;22
5307;3666724;-1;44260;128;43635;-1;-1;-1;-1;0;34;-1;-1;24;2;-1;-1;Qua;8;Fev;1996;20;26;1
5308;3667782;10204;1336;64;1316;-1;-1;-1;-1;1;19;-1;-1;14;2;-1;-1;Qua;8;Fev;1996;20;43;39
5309;3667975;11357;14525;64;14352;-1;-1;-1;-1;1;19;-1;-1;14;2;-1;-1;Qua;8;Fev;1996;20;46;52
5310;3668271;388;22909;16;22885;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;20;51;48
5311;3673847;19744;5;32;-1;-1;-1;-1;-1;1;2;-1;-1;20;2;-1;-1;Qua;8;Fev;1996;22;24;44
5312;3675988;86381;7715;1;-1;-1;-1;-1;-1;1;6;-1;-1;30;2;-1;-1;Qua;8;Fev;1996;23;0;25
5313;3676028;86343;33;4;-1;-1;-1;-1;-1;1;17;-1;-1;2;2;-1;-1;Qua;8;Fev;1996;23;1;5
5314;3685448;28444;18219;4;18202;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;1;38;5
5315;3686059;27840;18906;4;18883;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;1;48;16
5332;3691563;22335;22595;16;22573;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;3;20;0
5333;3692569;-1;18415;64;17795;-1;-1;-1;-1;0;7;-1;-1;22;2;-1;-1;Qua;8;Fev;1996;3;36;46
5334;3693865;-1;17119;4;16502;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;4;58;22
5335;3693867;-1;17117;16;16497;-1;-1;-1;-1;0;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;4;58;24
5336;3693868;-1;17116;4;16497;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;4;58;25
5337;3693870;-1;17114;64;16498;-1;-1;-1;-1;0;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;4;58;27
5338;3695561;5;735;64;273.99;-1;-1;-1;-1;1;8;-1;-1;9;2;-1;-1;Qua;8;Fev;1996;4;26;38
5339;3695588;721;844;64;720.62;-1;-1;-1;-1;1;8;-1;-1;9;2;-1;-1;Qua;8;Fev;1996;4;27;5
5340;3697038;121;478;32;403.76;-1;-1;-1;-1;1;8;-1;-1;7;2;-1;-1;Qua;8;Fev;1996;4;51;15
5341;3697764;5;169;32;14.85;-1;-1;-1;-1;1;8;-1;-1;7;2;-1;-1;Qua;8;Fev;1996;5;3;21
5342;3697942;5;292;32;249.19;-1;-1;-1;-1;1;8;-1;-1;7;2;-1;-1;Qua;8;Fev;1996;5;6;19
5343;3698191;5;74;32;33.52;-1;-1;-1;-1;1;8;-1;-1;7;2;-1;-1;Qua;8;Fev;1996;5;10;28
5344;3698327;9;159;4;-1;-1;-1;-1;-1;1;8;-1;-1;2;2;-1;-1;Qua;8;Fev;1996;5;12;44
5345;3698521;5;144;4;36.00;-1;-1;-1;-1;1;8;-1;-1;2;2;-1;-1;Qua;8;Fev;1996;5;15;58
5346;3698676;8;193;4;104.40;-1;-1;-1;-1;1;8;-1;-1;2;2;-1;-1;Qua;8;Fev;1996;5;18;33
5347;3698791;6;89;1;86.40;-1;-1;-1;-1;1;5;-1;-1;30;2;-1;-1;Qua;8;Fev;1996;5;20;28
5348;3699801;0;33;32;32.17;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;5;37;18
5349;3699852;0;12;4;12.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;5;38;9
5350;3700200;0;23;32;23.06;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;5;43;57
5351;3700284;0;24;4;24.30;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;5;45;21
5352;3700335;0;68;32;67.84;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;5;46;12
5353;3700456;0;35;4;35.10;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;5;48;13
5354;3700621;0;17;4;18.00;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;5;50;58
5355;3700673;0;30;4;29.70;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;5;51;50
5356;3700743;0;103;4;102.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;53;0
5357;3700836;-1;10148;32;9444;-1;-1;-1;-1;0;2;-1;-1;20;2;-1;-1;Qua;8;Fev;1996;6;54;33
5358;3700905;0;20;4;19.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;55;42
5359;3700985;0;6;4;6.30;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;57;2
5360;3701033;0;28;4;27.90;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;57;50
5361;3701109;0;6;4;5.40;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;59;6
5362;3701252;0;32;4;31.50;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;1;29
5363;3701418;0;9;4;9.00;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;4;15
5364;3701490;0;218;4;217.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;5;27
5365;3701801;0;69;4;68.40;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;10;38
5366;3701940;0;138;4;137.70;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;12;57
5367;3702084;0;20;32;20.81;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;15;21
5368;3702162;0;24;32;21.04;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;6;16;39
5369;3702216;5;72;4;58.50;-1;-1;-1;-1;1;8;-1;-1;2;2;-1;-1;Qua;8;Fev;1996;6;17;33
5370;3702360;11507;20;64;-1;-1;-1;-1;-1;1;8;-1;-1;9;2;-1;-1;Qua;8;Fev;1996;6;19;57
5371;3702564;5;31;32;18.23;-1;-1;-1;-1;1;8;-1;-1;7;2;-1;-1;Qua;8;Fev;1996;6;23;21
5372;3706618;7286;17606;64;17592;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;7;30;55
5373;3706624;82630;17920;64;17901;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;7;31;1
5374;3706629;106026;17385;64;17369;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;7;31;6
5375;3706634;149219;24789;64;24770;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;7;31;11
5376;3706637;172619;17372;64;17364;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;8;Fev;1996;7;31;14
5377;3707281;0;13;2;12.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;7;41;58
5378;3707411;0;147;4;145.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;7;44;8
5379;3707580;0;19;16;18.23;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;7;46;57
5380;3707616;0;33;16;33.07;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;7;47;33
5381;3707650;0;24;8;22.95;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;7;48;7
5382;3707674;0;159;8;157.95;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;7;48;31
5383;3707883;0;4;1;3.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;7;52;0
5384;3707891;0;16;2;16.20;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;7;52;8
5385;3708076;0;32;2;32.40;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;8;55;13
5386;3708203;0;41;2;41.40;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;8;57;20
5387;3708300;0;13;2;12.60;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;8;58;57
5388;3708429;0;28;2;28.80;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;8;1;6
5389;3710259;0;8;2;7.20;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;8;31;36
5390;3710299;0;25;2;25.20;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;8;32;16
5391;3710421;0;141;2;140.40;-1;-1;-1;-1;1;8;-1;-1;0;1;-1;-1;Qua;8;Fev;1996;8;34;18
5392;3716917;162340;18231;64;18215;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qui;9;Fev;1996;10;22;34
